property_type,property_price,property_address,property_details,property_area,property_description,property_mls_info,property_href,location,near_schools,walkscore_url,walkscore
Single Family Residence,"$879,000 ","2609 Mathews St, Berkeley, CA 94702",3 beds | 1 bath | year built in: 1924,"1,156","2609 Mathews Street is a Craftsman Bungalow built in 1924.   Upon entry you will be in a formal entry area, to the right, you will see the living room fireplace, with bookshelves and windows on either side.  The dining room has built-in china cabinet. Two south facing bedrooms are located adjacent to the dining room.  The bath has recently been updated but the original deep bathtub is still in place.  The original kitchen with vintage cabinets is awaiting an update.  The hallway off the kitchen has storage, laundry facilities, and leads to the third bedroom and back yard.  The flat back yard has Camellia bushes, a lemon tree, and an area that is ideal for an ADU, if permitted.  Off street parking will accommodate several vehicles. The home interior has fresh paint, refinished wood floors, a new roof, new light fixtures, and the sewer lateral is compliant.  The home is a short distance to San Pablo Park, services along San Pablo Ave, public transit, and easy access to I-80.","['MLS # : MR40893133', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Oven Range - Gas,  Refrigerator,  Dryer,  Washer, Countertop - Tile', 'Dining Room : -', 'Family Room : -', 'Fireplace : Living Room', 'Flooring : Hardwood,  Tile', 'Laundry : -', 'Cooling : None', 'Heating : Forced Air', 'Roof : Composition', 'Foundation : Raised', 'Pool : None, Pool - No', 'Style : Craftsman', 'Horse Property : -', 'Garage/Parking : No Garage, Off-Street Parking, Garage: 0 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/mr40893133/2609-mathews-st-berkeley-ca-94702/10431093,lat=37.618161 | lng=-122.086465,"['Martin Luther King, Jr. Elementary School Public PK-3 0.32 mi 2', 'Young Adult Program Public n/a 0.36 mi N/A', 'Lafayette Elementary School Public 2-5 0.4 mi 1', 'West Oakland Middle School Public 6-8 0.41 mi 1', 'Lincoln Elementary School Public K-5 0.66 mi 7', 'Home And Hospital Program Public K-12 0.7 mi N/A', 'Ralph J. Bunche High School Public 9-12 0.83 mi 2', 'Gateway To College at Laney College School Public 9-12 0.91 mi 1', 'Mcclymonds High School Public 9-12 0.93 mi 2', 'Oakland Adult And Career Education Public n/a 0.98 mi N/A', 'Edward Shands Adult Public n/a 0.98 mi N/A', 'Street Academy (Alternative) Public 9-12 1.13 mi N/A', 'Preparatory Literary Academy Of Cultural Excellence Public K-5 1.17 mi 1', 'Westlake Middle School Public 6-8 1.18 mi 1', 'Dewey Academy Public 9-12 1.19 mi N/A', 'Metwest High School Public 9-12 1.24 mi 4', 'La Escuelita Elementary School Public K-8 1.25 mi 2', 'Hoover Elementary School Public K-5 1.29 mi 1', 'Neighborhood Centers Adult Education Public n/a 1.61 mi N/A', 'Ruby Bridges Elementary School Public K-5 1.65 mi 3']",https://www.walkscore.com/score/loc/lat=37.7049793/lng=-121.9543545/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,55
Townhouse,"$1,088,888 ","780 Gallegos Ter, Fremont, CA 94539",4 beds | 2/1 bath | year built in: 1970,"1,578","Mission two story townhome includes 4 beds, 2.5 baths, & attached one car garage in the most desired great neighborhood and top rating schools - Joshua Chadbourne Elementary, William Hopkins Junior High, & Mission San Jose High. 
Open floor plan provides abundant space and full of light to style your home to your comfort. Entry tile flooring. Laminated floor throughout living, dining, stairs, hall way & all bed rooms. Professionally designed and renovated two and half bathrooms with low noise & high end appliances. Spacious Master Suite with open bath room and shelves. Kitchen with refrigerator, electrical oven, new ceiling light fixture, and totally newly paint cabinets. Brand new paint in bed rooms. Close & easy commute to Hwy 680, BART, Park & Ride, plaza.","['MLS # : ML81780072', 'MLS Source : MLSL', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Master - Stall Shower(s), Shower over Tub - 1, Updated Bath(s), Half on Ground Floor', 'Kitchen : Oven - Electric,  Refrigerator, Countertop - Other', 'Dining Room : Dining Area in Living Room', 'Family Room : No Family Room', 'Fireplace : -', 'Flooring : Hardwood,  Laminate', 'Laundry : In Garage', 'Cooling : Central Forced Air', 'Heating : Forced Air', 'Roof : Composition', 'Foundation : Slab', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Attached Garage, Garage: 1 Car(s)', 'Elementary District : Fremont Unified', 'High School District : Fremont Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $399', 'Complex Amenities : Garden / Greenbelt/ Trails', 'Zoning : RG-29-8']",https://www.mlslistings.com/property/ml81780072/780-gallegos-ter-fremont-ca-94539/10432274,lat=37.8593368 | lng=-122.2866772,"['Leo R. Croce Elementary School Public PK-5 1.04 mi 4', 'Andrew N. Christensen Middle School Public 6-8 1.41 mi 7', 'Altamont Creek Elementary School Public K-5 1.69 mi 7', 'Jackson Avenue Elementary School Public K-5 1.86 mi 6']",https://www.walkscore.com/score/loc/lat=37.5338902/lng=-121.9417337/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,78
Single Family Residence,"$845,000 ","2454 Balmoral St, Union City, CA 94587",3 beds | 2 bath | year built in: 1967,"1,492","Single story home 3 bedrooms 2 baths . Located in very desirable neighborhood, close to freeways 880 and all amenities.","['MLS # : CC40893238', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Other, Other', 'Dining Room : Other', 'Family Room : -', 'Fireplace : Other', 'Flooring : Other', 'Laundry : Other', 'Cooling : None', 'Heating : Other', 'Roof : Other', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Ranch', 'Horse Property : -', 'Garage/Parking : Detached,  Garage, Garage: 2 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/cc40893238/2454-balmoral-st-union-city-ca-94587/10432311,lat=37.532475 | lng=-121.929586,"['Emma C. Smith Elementary School Public K-5 1.84 mi 8', 'William Mendenhall Middle School Public 6-8 1.89 mi 8']",https://www.walkscore.com/score/loc/lat=37.6571351/lng=-121.8255237/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,51
Townhouse,"$539,000 ","696 Concord Pl, Pleasanton, CA 94566",2 beds | 1/1 bath | year built in: 1985,"1,096","OPEN HOUSE SAT 1/25 & 1/26, 1-4PM. Delightful & move-in ready 2 bedroom/1.5 bathroom townhouse. Located on a lovely, quiet tree lined street with 1,096 sq. ft. of light & bright living space. Pristine new flooring and carpet downstairs, fresh interior paint. Open, bright kitchen, solid recycled glass countertops, upgraded dual paned windows/sliding glass door & living room thermal shutters. Custom built-in storage closet with mirrored doors downstairs plus mirrored closet doors upstairs. Custom built-in desk and shelves in bedroom. Updated low flow toilets, AC/furnace & water heater, convenient laundry area including washer & dryer. Ducts cleaned & sealed in 2018. Lovely remodeled brick patio with drip irrigation, easy access to 1 covered & 1 assigned parking spaces. Walking distance to top rated schools, parks, shopping & near downtown Pleasanton. Excellent commute access to I-680 and ACE. Low monthly HOA dues.","['MLS # : BE40893156', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Solid Surface', 'Kitchen : Cooktop - Electric,  Dishwasher, Garbage Disposal,  Microwave,  Refrigerator,  Dryer,  Washer, Countertop - Solid Surface / Corian, Eat In Kitchen', 'Dining Room : Dining Area', 'Family Room : -', 'Fireplace : None', 'Flooring : Carpet - Wall to Wall,  Linoleum', 'Laundry : In Closet', 'Cooling : Ceiling Fan, Central -1 Zone', 'Heating : Forced Air', 'Roof : Tile', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Assigned Spaces, No Garage, Garage: 0 Car(s)', 'Elementary District : Pleasanton Unified', 'High School District : Pleasanton Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $243', 'Complex Amenities : Garden / Greenbelt/ Trails', 'Zoning : -']",https://www.mlslistings.com/property/be40893156/696-concord-pl-pleasanton-ca-94566/10431319,lat=37.5985207 | lng=-122.058376,"['Thornton Junior High School Public 7-8 0.52 mi 8', 'Cabrillo Elementary School Public K-6 0.52 mi 5', 'Glenmoor Elementary School Public K-6 0.57 mi 7', 'Oliveira Elementary School Public K-6 0.77 mi 7', 'Centerville Junior High Public 7-8 0.78 mi 7', 'John G. Mattos Elementary School Public K-6 0.81 mi 6', 'Tom Maloney Elementary School Public K-6 0.9 mi 7', 'American High School Public 9-12 0.99 mi 10', 'Washington High School Public 9-12 1.06 mi 8', 'E. L. Musick Elementary School Public K-6 1.11 mi 4', 'Birch Grove Intermediate Public 3-6 1.19 mi 6', 'Patterson Elementary School Public K-6 1.28 mi 6', 'Bridgepoint High (Continuation) School Public 9-12 1.32 mi N/A', 'Crossroads High (Alternative) School Public K-12 1.32 mi 2', 'Newark Adult Public n/a 1.32 mi N/A', 'Brookvale Elementary School Public K-6 1.33 mi 7', 'Newark Junior High School Public 7-8 1.35 mi 4', 'Birch Grove Primary Public K-6 1.42 mi N/A', 'Young Adult Program Public 9-12 1.45 mi N/A', 'Fremont Adult Public n/a 1.51 mi N/A']",https://www.walkscore.com/score/loc/lat=37.5218607/lng=-122.0089537/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,32
Single Family Residence,"$1,799,999 ","2189 Pomezia Ct, Pleasanton, CA 94566",4 beds | 3 bath | year built in: 1997,"3,252",No show until Friday brokers tour 1/24.,"['MLS # : BE40893216', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Shower(s) over Tub(s), Stall Shower(s), Updated Bath(s)', 'Kitchen : Dishwasher, Garbage Disposal,  Microwave, Oven - Double, Oven Range - Gas,  Refrigerator, Breakfast Nook, Countertop - Stone,  Updated', 'Dining Room : -', 'Family Room : Separate Family Room', 'Fireplace : Family Room, Living Room', 'Flooring : Carpet - Wall to Wall,  Tile', 'Laundry : Hookups Only,  None', 'Cooling : Multi-Zone', 'Heating : Gas', 'Roof : Tile', 'Foundation : Slab', 'Pool : In Ground, Pool - Yes', 'Style : Spanish', 'Horse Property : -', 'Garage/Parking : Attached Garage,  Garage, Garage: 3 Car(s)', 'Elementary District : Pleasanton Unified', 'High School District : Pleasanton Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $240', 'Complex Amenities : Community Pool,  Playground', 'Zoning : -']",https://www.mlslistings.com/property/be40893216/2189-pomezia-ct-pleasanton-ca-94566/10432030,lat=37.6601491 | lng=-121.8555571,"['Edison Elementary School Public K-5 0.59 mi 9', 'Lincoln Middle School Public 6-8 0.69 mi 9', 'Frank Otis Elementary School Public K-5 0.82 mi 7', 'Bridges Academy Public K-5 1.16 mi 1', 'Alameda High School Public 9-12 1.28 mi 9', 'Amelia Earhart Elementary School Public K-5 1.29 mi 9', 'Fremont High Public 9-12 1.3 mi 1', 'International Community School Public K-5 1.41 mi 2', 'Think College Now School Public K-5 1.41 mi 3', 'Global Family School Public K-5 1.48 mi 2', 'Urban Promise Academy Public 6-8 1.53 mi 2', 'Henry Haight Elementary School Public K-5 1.55 mi 7', 'Horace Mann Elementary School Public K-5 1.56 mi 1', 'Greenleaf Elementary School Public K-8 1.7 mi 4', 'Life Academy Public 6-12 1.74 mi 3', 'United For Success Academy Public 6-8 1.74 mi 1', 'Coliseum College Prep Academy Public 6-12 1.76 mi 4', 'Roots International Academy Public 6-8 1.76 mi 1', 'Community United Elementary School Public K-5 1.84 mi 1', 'Futures Elementary School Public K-5 1.84 mi 1']",https://www.walkscore.com/score/loc/lat=37.695019/lng=-121.891894/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,51
Townhouse,"$825,000 ","2296 Carbondale Way, Dublin, CA 94568",3 beds | 3/1 bath | year built in: 2015,"1,883","You will fall in love with this light and bright stunningly updated townhome in the East Dublin community of Jordan Ranch that includes a ground level en suite bedroom with full bath.  Enjoy 1,883 square feet of spacious living with three en suite bedrooms featuring full bathrooms, plus another half bath and a multi-purpose den - enough room for everyone. The master suite features dual sinks, spacious stall shower, and large walk-in closet. The open gourmet kitchen, family room, and dining room floorplan features wood flooring, gorgeous cabinetry, granite slab counters featuring large island with sink, tile backsplash, stainless appliances and two balconies has plenty of room for great entertaining. Large ground floor patio, laundry room, and tankless water heater. Conveniently located within walking distance to Cottonwood Creek K-8 school, Fallon Sports Park, Fallon Gateway shopping and restaurants, SF Premium outlets, and easy access to 580/680 and BART.","['MLS # : BE40893221', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : Shower(s) over Tub(s), Solid Surface, Split Bath,  Tile, Updated Bath(s)', 'Kitchen : Dishwasher, Garbage Disposal,  Microwave, Oven Range, Oven Range - Gas, Breakfast Bar, Countertop - Solid Surface / Corian, Countertop - Stone,  Island, Kitchen/Family Room Combo,  Updated', 'Dining Room : Dining Area', 'Family Room : -', 'Fireplace : None', 'Flooring : Carpet - Wall to Wall,  Hardwood,  Tile', 'Laundry : In Laundry Room', 'Cooling : Multi-Zone', 'Heating : Heating - 2+ Zones', 'Roof : Tile', 'Foundation : Slab', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Access - Interior, Attached Garage,  Garage, Gate/Door Opener, Garage: 2 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $315', 'Complex Amenities : Other', 'Zoning : -']",https://www.mlslistings.com/property/be40893221/2296-carbondale-way-dublin-ca-94568/10432064,lat=37.6601491 | lng=-121.8555571,"['Dublin Elementary School Public K-5 1.2 mi 8', 'Murray Elementary School Public K-5 1.64 mi 7', 'Country Club Elementary School Public K-5 1.79 mi 9', 'Dublin Adult Education Public n/a 1.84 mi N/A', 'Valley High (Continuation) School Public 9-12 1.85 mi N/A', 'Dublin High School Public 9-12 1.9 mi 10', 'Frederiksen Elementary School Public K-5 1.91 mi 7']",https://www.walkscore.com/score/loc/lat=37.822242/lng=-122.2321073/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,0
Single Family Residence,"$1,600,000 ","8257 Brittany Dr., Dublin, CA 94568",5 beds | 3 bath | year built in: 1991,"3,357","VIEWS, VIEWS, VIEWS! One of a kind property in the Dublin Hills. Lower level offers a guest suit and full bathroom. Relax in the elegant formal dining room offering hardwood flooring, vaulted ceilings and gas fireplace. From the formal dining room through the butler’s pantry the large kitchen welcomes your family and friends. This chef’s kitchen offers a large island, walk-in pantry, top of the line appliances. Off the kitchen, the family room offers speakers for whole house audio / home theater surround sound (5.1), hardwood flooring, crown molding & gas fireplace. The master suit offers a sitting area, vaulted ceilings, built-in speakers and gas fireplace w/ marble. This is where the best view of the Tri-Valley is. Bath offers stone flooring, jetted tub, more views of the valley, walk-in shower, slab counters &  custom walk-in closet. Bonus/5th bed upstairs. Incredible yard with putting green, fountains, mature landscaping, gazebo with fan/light, large patio & artificial lawn.","['MLS # : BE40893213', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Garbage Disposal,  Microwave, Oven Range - Gas, Breakfast Nook, Countertop - Stone, Eat In Kitchen,  Island,  Pantry,  Updated', 'Dining Room : Dining Area', 'Family Room : -', 'Fireplace : Gas Burning', 'Flooring : Carpet - Wall to Wall,  Hardwood', 'Laundry : In Laundry Room', 'Cooling : Ceiling Fan, Multi-Zone', 'Heating : Heating - 2+ Zones', 'Roof : Tile', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Access - Side Yard, Attached Garage,  Garage, Garage: 3 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : $22', 'Complex Amenities : Other', 'Zoning : -']",https://www.mlslistings.com/property/be40893213/8257-brittany-dr.-dublin-ca-94568/10431982,lat=37.710384 | lng=-121.845773,"['Mission Valley Elementary School Public K-6 0.34 mi 7', 'Joshua Chadbourne Elementary School Public K-6 0.58 mi 9', 'William Hopkins Junior High School Public 7-8 0.91 mi N/A', 'Mission San Jose High School Public 9-12 0.94 mi 10', 'E. M. Grimmer Elementary School Public K-6 1.11 mi 7', 'Mission San Jose Elementary School Public K-6 1.19 mi 9', 'John Gomes Elementary School Public K-6 1.19 mi 9', 'John M. Horner Junior High School Public 7-8 1.23 mi 8', 'O. N. Hirsch Elementary School Public K-6 1.23 mi 8', 'Harvey Green Elementary School Public K-6 1.42 mi 9', 'J. Haley Durham Elementary School Public K-6 1.5 mi 7', 'Robertson High (Continuation) School Public 9-12 1.66 mi N/A', 'Vista Alternative School Public 7-12 1.66 mi 2', 'Irvington High School Public 9-12 1.69 mi 9', 'Fred E. Weibel Elementary School Public K-6 1.99 mi 7', 'John Blacow Elementary School Public K-6 2.0 mi 5']",https://www.walkscore.com/score/loc/lat=37.766165/lng=-122.129067/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,18
Single Family Residence,"$925,000 ","4981 Boone Dr, Fremont, CA 94538",3 beds | 2 bath | year built in: 1960,"1,148","You're in for a treat! This thoroughly updated home is the one you've been waiting for! Recent upgrades include remodeled kitchen & bathrooms, dual pane windows, copper plumbing, central HVAC, updated electrical * Remodeled kitchen offers new cabinets, quartz counters, glass tile backsplash, stainless steel appliances, recessed LED lights * Both bathrooms have been remodeled with new everything! * Bright bedrooms, new engineered hardwood floors throughout, fresh interior & exterior paint, smooth ceilings * Central heating and A/C, new garage door opener, extra storage shed * Attendance area for Azeveda Elementary, Fremont's only elementary school offering a Mandarin immersion program; walk to shopping & errands, minutes to 880, 84 & BART! Open House 1/25 & 1/26 1-4pm!","['MLS # : BE40893138', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Dishwasher, Garbage Disposal, Oven Range, 220 Volt Outlet, Breakfast Bar, Countertop - Stone,  Island', 'Dining Room : Dining Area', 'Family Room : -', 'Fireplace : Living Room', 'Flooring : Laminate,  Tile', 'Laundry : In Garage', 'Cooling : Central -1 Zone', 'Heating : Forced Air', 'Roof : Composition', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Ranch', 'Horse Property : -', 'Garage/Parking : Attached Garage,  Garage, Gate/Door Opener, Garage: 2 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/be40893138/4981-boone-dr-fremont-ca-94538/10431128,lat=37.7135995 | lng=-121.9503773,"['Vintage Hills Elementary School Public K-5 1.62 mi 10', 'Emma C. Smith Elementary School Public K-5 1.75 mi 8', 'William Mendenhall Middle School Public 6-8 1.9 mi 8']",https://www.walkscore.com/score/loc/lat=37.5797665/lng=-122.0611284/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,7
Single Family Residence,"$630,000 ","1219 Pine St, Oakland, CA 94607-1446",1 beds | 1/1 bath | year built in: 2009,"1,032","Live-Work-Play-Enjoy. A one of a kind must see Grove Loft at Pacific Cannery Lofts Award Winning Holliday-Baker gated community. Recently Upgraded Modern finishes now makes it a huge Open Concept Living Room Kitchen area with custom cabinets, granite counters and high end finishes. All stainless appliances, extra high volume Ceilings & Windows bring in lots of natural light. Polished concrete floors on main level and wood flooring on upper level. Upstairs private loft style bedroom with huge closet. Amazing Master Bathroom with large custom walk-in shower AND a luxurious soaking tub. In-unit washer and dryer. Huge outdoor patio for relaxing and entertaining. Easy commute, Low HOA, Pets OK. Located just a stone's throw from San Francisco, Bart and freeways. 1 assigned parking space in garage included, secure bike room and dog washing station and three lush courtyards. Open House Sat and Sunday 2 to 4.","['MLS # : EB40893191', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Cooktop - Electric,  Dishwasher, Garbage Disposal,  Microwave, Oven - Self Cleaning,  Refrigerator,  Dryer,  Washer, Countertop - Solid Surface / Corian', 'Dining Room : Other', 'Family Room : -', 'Fireplace : None', 'Flooring : Concrete,  Wood', 'Laundry : Laundry Area - In Unit', 'Cooling : None', 'Heating : Electric', 'Roof : Other', 'Foundation : -', 'Pool : None, Pool - No', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Access - Interior,  Garage, Spaces per Unit - 1, Garage: 1 Car(s)', 'Elementary District : Oakland Unified', 'High School District : Oakland Unified', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : -', 'HOA Fee : $331', 'Complex Amenities : Other', 'Zoning : 1004']",https://www.mlslistings.com/property/eb40893191/1219-pine-st-oakland-ca-94607-1446/10431749,lat=37.530422 | lng=-121.985678,"['Newark Memorial High School Public 9-12 0.4 mi 5', 'Birch Grove Primary Public K-6 0.61 mi N/A', 'Joseph Azevada Elementary School Public K-6 1.03 mi 8', 'Birch Grove Intermediate Public 3-6 1.12 mi 6', 'John G. Mattos Elementary School Public K-6 1.14 mi 6', 'Young Adult Program Public 9-12 1.47 mi N/A', 'Mission Valley Rocp School Public 9-12 1.47 mi N/A', 'John F. Kennedy High School Public 9-12 1.49 mi 7', 'Fremont Adult Public n/a 1.5 mi N/A', 'G. M. Walters Junior High School Public 7-8 1.66 mi 5', 'Glenmoor Elementary School Public K-6 1.67 mi 7', 'Tom Maloney Elementary School Public K-6 1.74 mi 7', 'John Blacow Elementary School Public K-6 1.8 mi 5', 'Brier Elementary School Public K-6 1.83 mi 6', 'E. L. Musick Elementary School Public K-6 1.89 mi 4', 'Steven Millard Elementary School Public K-6 1.93 mi 8']",https://www.walkscore.com/score/loc/lat=37.532475/lng=-121.929586/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,51
Residential Income,"$3,200,000 ","37073 Locust St, Newark, CA 94560",- beds | - bath | year built in: 1988,"10,504","This listing is 2 properties being sold as a package. 37073 Locust St is a fully occupied existing town house style triplex adjacent to 7843 Railroad Ave which is an 18,750 vacant lot fully entitled for the construction of 6 additional townhouse style apartments with garages and over abundant additional parking. The properties will be delivered at the close of escrow with city approved construction drawings, which are pending final approval. Permits at buyer's expense. PLEASE DO NOT DISTURB TENANTS. See attached marketing package for details. Call broker for additional information. Well maintained value add property as current rents are below market.","['MLS # : BE40893196', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : -', 'Dining Room : -', 'Family Room : -', 'Fireplace : -', 'Flooring : Laminate', 'Laundry : -', 'Cooling : None', 'Heating : Wall Furnace', 'Roof : Composition', 'Foundation : -', 'Pool : -', 'Style : -', 'Horse Property : -', 'Garage/Parking : Parking Area, Garage:  Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : Public Sewer', 'Water : Public', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : R-25']",https://www.mlslistings.com/property/be40893196/37073-locust-st-newark-ca-94560/10431841,lat=37.8127595 | lng=-122.3002801,"['Thomas S. Hart Middle School Public 6-8 0.75 mi 9', 'Fairlands Elementary School Public K-5 0.98 mi 8', 'James Dougherty Elementary School Public K-5 1.13 mi 9', 'Donlon Elementary School Public K-5 1.21 mi 10', 'Harvest Park Middle School Public 6-8 1.44 mi 9', 'Walnut Grove Elementary School Public K-5 1.56 mi 9', 'Henry P. Mohr Elementary School Public K-5 1.76 mi 9', 'Valley High (Continuation) School Public 9-12 1.89 mi N/A', 'Lydiksen Elementary School Public K-5 1.9 mi 9', 'Dublin Adult Education Public n/a 1.91 mi N/A', 'Alisal Elementary School Public K-5 1.91 mi 7', 'Wells Middle School Public 6-8 1.92 mi 6']",https://www.walkscore.com/score/loc/lat=37.5985207/lng=-122.058376/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,47
Land,"$3,900,000 ","24830 Fairview Ave, Hayward, CA 94588",- beds | - bath | year built in: -,-,Don't miss this rare opportunity to own a 14+- acres lot in a desirable location in Hayward Hills.    Building plans for approximate of 25-27 homes in this giant lot is available.  WILLING TO LOOK AT ALL OFFERS!!!,"['MLS # : BE40893214', 'MLS Source : MAXEBRDI', 'Days on Site : 1', 'Development Status : Other - Call Listing Agent, Site Plan', 'Existing Structures : -', 'Fencing : -', 'Lot Description : Corners Marked - No,  Other', 'Present Use : -', 'Utilities : Other, Other', 'Garage/Parking : -', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : Other', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : res']",https://www.mlslistings.com/property/be40893214/24830-fairview-ave-hayward-ca-94588/10432026,None,"['Piedmont Adult Education Public n/a 0.08 mi N/A', 'Piedmont Middle School Public 6-8 0.1 mi 10', 'Millennium High Alternative School Public 9-12 0.11 mi N/A', 'Piedmont High School Public 9-12 0.11 mi 10', 'Wildwood Elementary School Public K-5 0.24 mi 9', 'Havens Elementary School Public K-5 0.24 mi 9', 'Beach Elementary School Public K-5 0.78 mi 9', 'Crocker Highlands Elementary School Public K-5 0.8 mi 10', 'Piedmont Avenue Elementary School Public K-5 1.03 mi 2', 'Oakland High School Public 9-12 1.2 mi 2', 'Montclair Elementary School Public K-5 1.23 mi 9', 'Hillcrest Elementary School Public K-8 1.27 mi 9', 'Edna Brewer Middle School Public 6-8 1.29 mi 6', 'Glenview Elementary School Public K-5 1.38 mi 6', 'Oakland Technical High School Public 9-12 1.38 mi 7', 'Cleveland Elementary School Public K-5 1.4 mi 7', 'Thornhill Elementary School Public K-5 1.49 mi 9', 'Bella Vista Elementary School Public K-5 1.55 mi 5', 'Westlake Middle School Public 6-8 1.62 mi 1', 'Emerson Elementary School Public K-5 1.63 mi 1']",https://www.walkscore.com/score/loc/lat=37.6601491/lng=-121.8555571/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,None
