property_type,property_price,property_address,property_details,property_area,property_description,property_mls_info,property_href,location,near_schools,walkscore_url,walkscore
Duplex,"$699,900 ","939 Orme Ave, Los Angeles, CA 90023",- beds | - bath | year built in: 1911,-,"Welcome to this amazing duplex in the heart of Los Angeles. Located in Boyle Heights, this multi-unit property offers 2 separate units with a secure gate at the front driveway. The front unit is a craftsman style home and offers 2 bedrooms, 1 bathroom with a bonus room upstairs. This unit is roughly 1,400 sqft., a fireplace, a dining room, and a basement for storage. In the rear of the lot is a spacious 2-story unit, roughly 2,000 sqft, with a covered balcony and attached garage. As you enter the home you will be greeted with the spacious living room, tile flooring, and tons of natural lighting. The spacious kitchen has tons of countertop space and cabinets. Up the stairs, you will find 2 massive bedrooms and 1 master suite equipped with its own full bathroom. Close to Downtown LA, LAX, major freeways, transportation, and shopping. Great investment for investors and homebuyers. This is a must-see!","['MLS # : CRPW19287038', 'MLS Source : CRMLS', 'Days on Site : 25', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Other', 'Dining Room : -', 'Family Room : -', 'Fireplace : -', 'Flooring : -', 'Laundry : -', 'Cooling : None', 'Heating : Wall Furnace', 'Roof : -', 'Foundation : -', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Other, Garage: 0 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/crpw19287038/939-orme-ave-los-angeles-ca-90023/10405831,lat=34.0317907 | lng=-118.2129366,"['Montebello Park Elementary School Public K-5 0.54 mi 4', 'Joseph A. Gascon Elementary School Public K-5 0.66 mi 2', 'Rosewood Park School Public K-8 0.79 mi 3', 'Eastmont Intermediate School Public 6-8 0.83 mi 2', 'Winter Gardens Elementary School Public K-5 1.01 mi 2', 'James A. Garfield Senior High School Public 9-12 1.19 mi 6', 'Fourth Street Primary Center Public K-1 1.2 mi N/A', 'Fourth Street Elementary School Public K-5 1.26 mi 4', 'Montebello Adult Public n/a 1.3 mi N/A', 'Montebello High School Public 9-12 1.3 mi 4', 'Monterey Continuation School Public 9-12 1.36 mi N/A', 'Bandini Elementary School Public K-5 1.39 mi 5', 'Vail High (Continuation) School Public 9-12 1.53 mi N/A', 'Wilcox Elementary School Public K-5 1.53 mi 4', 'Montebello Intermediate School Public 6-8 1.58 mi 3', 'Bella Vista Elementary School Public K-5 1.63 mi 7', 'Ford Boulevard Elementary School Public K-6 1.65 mi 4', 'David Wark Griffith Middle School Public 6-8 1.67 mi 5', 'Schurr Community Adult Public n/a 1.69 mi N/A', 'Schurr High School Public 9-12 1.72 mi 5']",https://www.walkscore.com/score/loc/lat=33.9739464/lng=-118.2781539/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,81
Residential Income,"$850,000 ","2009 Raymond Ave, Los Angeles, CA 90007",- beds | - bath | year built in: 1927,-,"Subject to cancellation. Bank owned, sold for $1,025,000 in 2018. Classic 4214 sq.ft.  4plex, north of 10 freeway, on zero traffic 1 block long street in Pico Union, less than a mile to USC. Over 1000 sq. ft. each, tile facade roof, raised foundations, 4 garages, separate gas and electric meters, individual water heaters. One beds could probably be converted to two's. On completely gated 50 X 114 R3 lot. Borrower had plans for new 10 unit. 81 Walkscore. Zestimate $1,053,000. Walkable to West Adams Prep and Loyola High. Needs work and rent controlled, but huge upside if you can relo tenants.","['MLS # : CRSB19287066', 'MLS Source : CRMLS', 'Days on Site : 25', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : None', 'Dining Room : -', 'Family Room : -', 'Fireplace : -', 'Flooring : -', 'Laundry : -', 'Cooling : None', 'Heating : Floor Furnace', 'Roof : Elastomeric, Rolled/Hot Mop,  Tile,  Clay', 'Foundation : Raised', 'Pool : None', 'Style : Traditional', 'Horse Property : -', 'Garage/Parking : Garage: 4 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : $0', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/crsb19287066/2009-raymond-ave-los-angeles-ca-90007/10405887,lat=34.037859 | lng=-118.297686,"['Grape Street Elementary School Public K-5 0.25 mi 1', 'Ritter Elementary School Public K-5 0.56 mi 4', 'Middle College High School Public 9-12 0.57 mi 8', 'Lovelia P. Flournoy Elementary School Public K-5 0.57 mi 1', 'Dorothy V. Johnson Community Day School Public 7-12 0.71 mi 1', 'Martin Luther King Elementary School Public PK-6 0.71 mi 2', 'King/Drew Medical Magnet High School Public 9-12 0.74 mi 7', 'Thurgood Marshall School Public K-12 0.82 mi N/A', 'Bunche Middle School Public 6-8 0.85 mi 1', 'Weigand Avenue Elementary School Public K-5 0.85 mi 2', 'Florence Griffith Joyner Elementary School Public K-5 0.86 mi 2', 'Edwin Markham Middle School Public 6-8 0.88 mi 1', 'David Starr Jordan Senior High School Public 9-12 0.91 mi 2', 'Carver Elementary School Public PK-8 0.92 mi 2', 'One Hundred Twelfth Street Elementary School Public K-5 0.95 mi 1', 'Compton Avenue Elementary School Public K-5 0.98 mi 2', 'Willowbrook Middle School Public 6-8 1.07 mi 1', 'Thomas Riley High School Public 7-12 1.08 mi N/A', 'Cesar Chavez Continuation High School Public 9-12 1.08 mi N/A', 'Compton Early College High Public 9-12 1.1 mi N/A']",https://www.walkscore.com/score/loc/lat=34.0153546/lng=-118.2920459/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,72
Single Family Residence,"$625,000 ","5110 La Calandria Dr, Los Angeles, CA 90032",2 beds | 1 bath | year built in: 1939,861,"BEAUTIFUL 2 BEDROOMS 1 BATH SINGLE FAMILY HOME WITH LARGE BACKYARD FOR ADDITION. CLOSE TO DOWNTOWN AND ALHAMBRA.
MOTIVATED SELLER, WILL CONSIDER ALL OFFERS. FHA WELCOME.","['MLS # : CRWS19286450', 'MLS Source : CRMLS', 'Days on Site : 26', 'Bedrooms : Ground Floor Bedroom', 'Bathrooms : -', 'Kitchen : -', 'Dining Room : -', 'Family Room : -', 'Fireplace : None', 'Flooring : -', 'Laundry : In Kitchen', 'Cooling : None', 'Heating : Central Forced Air', 'Roof : -', 'Foundation : -', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Garage: 2 Car(s)', 'Elementary District : Los Angeles Unified', 'High School District : Los Angeles Unified', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : $0', 'Complex Amenities : -', 'Zoning : LAR1']",https://www.mlslistings.com/property/crws19286450/5110-la-calandria-dr-los-angeles-ca-90032/10405106,lat=34.075543 | lng=-118.1745385,"['Cienega Elementary School Public K-5 0.48 mi 5', 'Saturn Street Elementary School Public K-5 0.52 mi 3', 'Marvin Elementary School Public K-5 0.7 mi 6', 'Alta Loma Elementary School Public K-5 0.92 mi 2', 'Los Angeles Center For Enriched Studies Public 6-12 1.03 mi 8', 'Virginia Road Elementary School Public K-5 1.11 mi 3', 'Susan Miller Dorsey Senior High School Public 9-12 1.22 mi 1', 'Crescent Heights Boulevard Elementary School Public K-5 1.27 mi 4', 'View Park Continuation School Public 9-12 1.28 mi N/A', 'Baldwin Hills Elementary School Public K-5 1.37 mi 7', 'Wilshire Crest Elementary School Public K-5 1.37 mi 2', 'Queen Anne Place Elementary School Public K-5 1.55 mi 8', 'Coliseum Street Elementary School Public K-5 1.57 mi 1', 'Johnnie Cochran, Jr., Middle School Public 6-8 1.57 mi 2', 'Carthay Center Elementary Public K-5 1.61 mi 4', 'Los Angeles Technology Center Public n/a 1.66 mi N/A', 'Arlington Heights Elementary School Public K-5 1.7 mi 2', 'Los Angeles Senior High School Public 9-12 1.72 mi 3', 'Girls Academic Leadership Academy, Dr. Michelle King School For Sci, Tech, Eng And Math Public 6-12 1.72 mi N/A', 'Shenandoah Street Elementary School Public K-5 1.78 mi 5']",https://www.walkscore.com/score/loc/lat=34.0818314/lng=-118.1887342/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,62
Residential Income,"$1,500,000 ","1640 Yosemite Dr, Los Angeles, CA 90041",- beds | - bath | year built in: 1951,-,,"['MLS # : CRPW19286518', 'MLS Source : CRMLS', 'Days on Site : 26', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : -', 'Dining Room : -', 'Family Room : -', 'Fireplace : -', 'Flooring : -', 'Laundry : Community Facility', 'Cooling : -', 'Heating : -', 'Roof : -', 'Foundation : -', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Garage: 0 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/crpw19286518/1640-yosemite-dr-los-angeles-ca-90041/10405177,lat=34.1327895 | lng=-118.2028838,"['Wadsworth Avenue Elementary School Public K-5 0.16 mi 2', 'Harmony Elementary School Public K-5 0.25 mi 1', 'Thomas Jefferson Senior High School Public 9-12 0.26 mi 1', 'Nava College Preparatory Academy Public 9-12 0.27 mi 3', 'Quincy Jones Elementary School Public K-5 0.49 mi 4', 'George Washington Carver Middle School Public 6-8 0.5 mi 2', 'Sally Ride Elementary: A Smart Academy Public K-5 0.5 mi 3', 'Ascot Avenue Elementary School Public K-5 0.6 mi 3', 'Nevin Avenue Elementary School Public K-5 0.61 mi 4', 'Dr. Julian Nava Learning Academies-School Of Arts And Culture Public 6-8 0.62 mi 2', 'Dr. Julian Nava Learning Academies-School Of Business And Technology Public 6-8 0.62 mi 3', 'Ricardo Lizarraga Elementary School Public K-5 0.74 mi 2', 'Twenty-Eighth Street Elementary School Public K-5 0.75 mi 2', 'Forty-Ninth Street Elementary School Public K-5 0.8 mi 1', 'Trinity Street Elementary School Public K-5 0.83 mi 2', 'Hooper Avenue Elementary School Public 1-5 0.91 mi 2', 'Hooper Avenue Primary Center Public K 0.93 mi N/A', 'Maple Primary Center Public K-1 0.96 mi N/A', 'Aurora Elementary School Public K-5 0.97 mi 2', 'Twentieth Street Elementary School Public K-5 0.99 mi 6']",https://www.walkscore.com/score/loc/lat=34.0138188/lng=-118.2545581/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,63
Land,"$400,000 ","0 Clayton Ave, Los Angeles, CA ",- beds | - bath | year built in: -,-,Vacant land parcel in Franklin Hills. Adjacent property for sale APN 5430-017-014 (3831 Clayton Ave).,"['MLS # : CRSW20016845', 'MLS Source : CRMLS', 'Days on Site : 1', 'Development Status : -', 'Existing Structures : -', 'Fencing : Wood', 'Lot Description : Grade - Sloped Up', 'Present Use : -', 'Utilities : -', 'Garage/Parking : -', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : $0', 'Complex Amenities : -', 'Zoning : UPS, LV']",https://www.mlslistings.com/property/crsw20016845/0-clayton-ave-los-angeles-ca-/10432436,lat=34.1000097 | lng=-118.2818925,"['Thomas Starr King Middle School Public 6-8 0.3 mi 7', 'Franklin Avenue Elementary School Public K-6 0.44 mi 8', 'John Marshall Senior High School Public 9-12 0.59 mi 8', 'Lexington Avenue Primary Center Public K-2 0.61 mi N/A', 'Los Feliz STEMM Magnet Public K-6 0.68 mi 8', 'Lockwood Avenue Elementary School Public K-6 0.86 mi 4', 'Micheltorena Street Elementary School Public K-5 0.88 mi 6', 'Ivanhoe Elementary School Public K-5 1.05 mi 10', 'Ramona Elementary School Public K-6 1.17 mi 3', 'Dayton Heights Elementary School Public K-5 1.31 mi 5', 'Kingsley Elementary School Public K-5 1.31 mi 5', 'Mayberry Street Elementary School Public K-6 1.45 mi 1', 'Clifford Street Elementary School Public K-6 1.58 mi 8', 'Commonwealth Avenue Elementary School Public K-5 1.73 mi 5', 'Glenfeliz Boulevard Elementary School Public K-6 1.76 mi 3', 'Allesandro Elementary School Public K-6 1.79 mi 8', 'Grant Elementary School Public K-6 1.82 mi 4', 'Dr. Sammy Lee Medical And Health Science Magnet Elementary Public K-5 1.85 mi 7', 'Helen Bernstein High School Public 9-12 1.86 mi 2', 'Alexandria Avenue Elementary School Public K-5 1.86 mi 2']",https://www.walkscore.com/score/loc/lat=34.1000097/lng=-118.2818925/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,83
Single Family Residence,"$900,000 ","3831 Clayton Ave, Los Angeles, CA 90027",2 beds | 2 bath | year built in: 1924,"1,272","Great opportunity in the coveted Franklin Hills. Exuding charm and character, this view home is ready it's new owner. Depending on your taste, you can fix it up or build new. The adjacent lot is also for sale,  APN 5430-017-015. Buyer to do their due diligence to tie the lots together.","['MLS # : CRSW20016820', 'MLS Source : CRMLS', 'Days on Site : 1', 'Bedrooms : Ground Floor Bedroom', 'Bathrooms : -', 'Kitchen : Other', 'Dining Room : -', 'Family Room : -', 'Fireplace : Living Room', 'Flooring : -', 'Laundry : Other', 'Cooling : Window/Wall Unit', 'Heating : Wall Furnace', 'Roof : -', 'Foundation : -', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Attached Garage,  Garage,  Other, Garage: 2 Car(s)', 'Elementary District : Los Angeles Unified', 'High School District : Los Angeles Unified', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : $0', 'Complex Amenities : -', 'Zoning : LAR1']",https://www.mlslistings.com/property/crsw20016820/3831-clayton-ave-los-angeles-ca-90027/10432408,lat=34.0994339 | lng=-118.2771236,"['Thomas Starr King Middle School Public 6-8 0.32 mi 7', 'John Marshall Senior High School Public 9-12 0.58 mi 8', 'Franklin Avenue Elementary School Public K-6 0.64 mi 8', 'Micheltorena Street Elementary School Public K-5 0.76 mi 6', 'Lexington Avenue Primary Center Public K-2 0.78 mi N/A', 'Ivanhoe Elementary School Public K-5 0.87 mi 10', 'Los Feliz STEMM Magnet Public K-6 0.95 mi 8', 'Lockwood Avenue Elementary School Public K-6 0.97 mi 4', 'Mayberry Street Elementary School Public K-6 1.24 mi 1', 'Clifford Street Elementary School Public K-6 1.32 mi 8', 'Dayton Heights Elementary School Public K-5 1.37 mi 5', 'Ramona Elementary School Public K-6 1.4 mi 3', 'Allesandro Elementary School Public K-6 1.51 mi 8', 'Kingsley Elementary School Public K-5 1.55 mi 5', 'Glenfeliz Boulevard Elementary School Public K-6 1.69 mi 3', 'Atwater Avenue Elementary School Public K-6 1.7 mi 4', 'Commonwealth Avenue Elementary School Public K-5 1.74 mi 5', 'Elysian Heights ES Arts Magnet Public K-5 1.75 mi 3', 'Logan Street Elementary School Public K-8 1.83 mi 2', 'Dr. Sammy Lee Medical And Health Science Magnet Elementary Public K-5 1.89 mi 7']",https://www.walkscore.com/score/loc/lat=34.0994339/lng=-118.2771236/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,69
Single Family Residence,"$675,000 ","2315 Hancock St, Los Angeles, CA 90031",3 beds | 2 bath | year built in: 1904,"1,169","Beautiful historic home that has been remodeled, This a three bedroom, two bathroom being used as a four bedrooms home sits on a 5,500 square foot lot. Property features a spacious living room with an open floor plan to dining area,  lot of cabinet space in kitchen, good size bedrooms and indoor laundry room. There is a large driveway and big back yard for  outdoor entertaining adjacent to the one car detached garage. Property is conveniently close to schools, parks, shopping center and minutes from the Downtown LA, Pasadena and Glendale. This home has so much potential, must see to appreciate.","['MLS # : CRRS20015393', 'MLS Source : CRMLS', 'Days on Site : 1', 'Bedrooms : Ground Floor Bedroom', 'Bathrooms : -', 'Kitchen : Dishwasher,  Other', 'Dining Room : -', 'Family Room : -', 'Fireplace : None', 'Flooring : -', 'Laundry : In Closet,  Other', 'Cooling : None', 'Heating : -', 'Roof : -', 'Foundation : -', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Garage: 1 Car(s)', 'Elementary District : Los Angeles Unified', 'High School District : Los Angeles Unified', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : $0', 'Complex Amenities : -', 'Zoning : LARD3']",https://www.mlslistings.com/property/crrs20015393/2315-hancock-st-los-angeles-ca-90031/10431698,lat=34.0724244 | lng=-118.2093106,"['Gates Street Elementary School Public K-5 0.19 mi 3', 'Griffin Avenue Elementary School Public K-5 0.32 mi 4', 'Abraham Lincoln Senior High School Public 9-12 0.33 mi 5', 'Pueblo De Los Angeles Continuation School Public 9-12 0.39 mi N/A', 'Albion Street Elementary School Public K-6 0.7 mi 4', 'East Los Angeles Skills Center Public n/a 0.72 mi N/A', 'Hillside Elementary School Public K-5 0.93 mi 2', 'Multnomah Street Elementary School Public K-5 0.98 mi 5', 'Glen Alta Elementary School Public K-8 1.0 mi 5', 'Loreto Street Elementary School Public K-5 1.09 mi 3', 'Francisco Bravo Medical Magnet High School Public 9-12 1.1 mi 9', 'Florence Nightingale Middle School Public 6-8 1.13 mi 4', 'East Los Angeles Occupational Public n/a 1.17 mi N/A', 'Murchison Street Elementary School Public K-6 1.19 mi 2', 'Huntington Drive Elementary School Public K-6 1.25 mi 5', 'Ann Street Elementary School Public K-6 1.33 mi 2', 'Woodrow Wilson Senior High School Public 9-12 1.34 mi 3', 'Solano Avenue Elementary School Public K-6 1.35 mi 9', 'Latona Avenue Elementary School Public K-6 1.38 mi 7', 'Bridge Street Elementary School Public K-5 1.45 mi 4']",https://www.walkscore.com/score/loc/lat=34.0724244/lng=-118.2093106/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,89
Duplex,"$1,100,000 ","311 N Heliotrope Dr, Los Angeles, CA 90004",- beds | - bath | year built in: 1921,-,Don't miss out on this amazing opportunity for an aspiring investor/owner looking for an income property!  Proven income generating duplex with two separate building and share driveway.  Charming and exceptionally maintained 3 bedroom 1 1/2 bath featuring a 2 bedroom and 1 1/2 bath real unit.  Both units have been remolded in 2016,"['MLS # : CRDW20014864', 'MLS Source : CRMLS', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Other', 'Dining Room : -', 'Family Room : -', 'Fireplace : -', 'Flooring : -', 'Laundry : -', 'Cooling : -', 'Heating : -', 'Roof : -', 'Foundation : -', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Garage: 1 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : None', 'Water : -', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/crdw20014864/311-n-heliotrope-dr-los-angeles-ca-90004/10431116,lat=34.0767674 | lng=-118.2961239,"['Alexandria Avenue Elementary School Public K-5 0.22 mi 2', 'Frank Del Olmo Elementary School Public K-6 0.33 mi 5', 'Virgil Middle School Public 6-8 0.33 mi 5', 'Dr. Sammy Lee Medical And Health Science Magnet Elementary Public K-5 0.47 mi 7', 'Harvard Elementary School Public K-5 0.48 mi 4', 'Dayton Heights Elementary School Public K-5 0.59 mi 5', 'Commonwealth Avenue Elementary School Public K-5 0.61 mi 5', 'Cahuenga Elementary School Public K-5 0.68 mi 6', 'Charles H. Kim Elementary School Public K-5 0.8 mi 6', 'Lockwood Avenue Elementary School Public K-6 0.96 mi 4', 'Young Oak Kim Academy Public 6-8 1.01 mi 2', 'Ramona Elementary School Public K-6 1.05 mi 3', 'Kingsley Elementary School Public K-5 1.11 mi 5', 'Lafayette Park Primary Center Public K 1.13 mi N/A', 'Van Ness Avenue Elementary School Public K-5 1.16 mi 6', 'Rfk Community Schools-Los Angeles High School Of The Arts Public 9-12 1.19 mi 4', 'Rfk Community Schools- For The Visual Arts And Humanities Public 9-12 1.19 mi 2', 'Rfk Community Schools-Ambassador-Global Leadership Public 6-12 1.19 mi 3', 'UCLA Community School Public K-12 1.2 mi 4', 'Lexington Avenue Primary Center Public K-2 1.21 mi N/A']",https://www.walkscore.com/score/loc/lat=34.0767674/lng=-118.2961239/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,87
Single Family Residence,"$419,900 ","5600 Denker Ave, Los Angeles, CA 90062",2 beds | 1 bath | year built in: 1919,776,"Beautifully upgraded 2 bedroom 1 bathroom home located on a spacious corner lot in Los Angeles. The kitchen has been updated with white shaker style cabinets, quartz counter tops, custom tile back splash, recessed lighting, hardware and fixtures. Appliance voucher provided for stainless steel range, microwave/hood and dishwasher (provided at close of escrow, includes installation and delivery). This home has laminate flooring in the living room, hallway, and kitchen. The bedrooms have new carpet and ceiling fans. The bathroom has been upgraded with tile floors, a custom vanity, and tile shower surround. This home features an indoor laundry, freshly painted exterior and interior, gated backyard that is perfect for entertaining and a one-car detached garage with additional driveway parking. Come see this property and make and offer while you can. It won't last long! Tax rolls show a different bedroom count, buyer to verify.","['MLS # : CRDW20015278', 'MLS Source : CRMLS', 'Days on Site : 1', 'Bedrooms : Ground Floor Bedroom', 'Bathrooms : -', 'Kitchen : Other', 'Dining Room : -', 'Family Room : -', 'Fireplace : None', 'Flooring : -', 'Laundry : Other', 'Cooling : None', 'Heating : Wall Furnace', 'Roof : -', 'Foundation : -', 'Pool : None', 'Style : -', 'Horse Property : -', 'Garage/Parking : Garage: 1 Car(s)', 'Elementary District : Los Angeles Unified', 'High School District : Los Angeles Unified', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : $0', 'Complex Amenities : -', 'Zoning : LAR2']",https://www.mlslistings.com/property/crdw20015278/5600-denker-ave-los-angeles-ca-90062/10431160,lat=33.9913291 | lng=-118.304322,"['Western Avenue Elementary School Public K-5 0.27 mi 1', 'Budlong Avenue Elementary School Public K-5 0.58 mi 2', 'Barack Obama Global Preparation Academy Public 6-8 0.79 mi 1', 'John Muir Middle School Public 6-8 0.8 mi 2', 'Normandie Avenue Elementary School Public K-5 0.86 mi 2', 'Fifty-Ninth Street Elementary School Public K-5 0.94 mi 1', 'Dr. James Edward Jones Primary Center Public K-2 0.96 mi N/A', 'Augustus F. Hawkins High A Critical Design And Gaming Public 9-12 1.02 mi 2', 'Augustus F. Hawkins High B Community Health Advocates Public 9-12 1.02 mi 1', 'Augustus F. Hawkins High C Responsible Indigenous Social Entrepreneurship Public 9-12 1.02 mi 1', 'Fifty-Second Street Elementary School Public K-5 1.03 mi 2', 'Angeles Mesa Elementary School Public K-5 1.03 mi 2', 'Horace Mann Ucla Community Public K-12 1.12 mi N/A', 'Marguerite Poindexter Lamotte Elementary Public K-5 1.17 mi 2', 'Gerald A. Lawson Academy Of The Arts, Mathematics And Science Public K-6 1.26 mi 2', 'Whitney Young Continuation School Public 9-12 1.3 mi N/A', 'Sixty-First Street Elementary School Public K-6 1.33 mi 2', 'Manual Arts Senior High School Public 9-12 1.38 mi 1', 'Martin Luther King Jr. Elementary School Public K-5 1.39 mi 2', 'Raymond Avenue Elementary School Public K-5 1.41 mi 2']",https://www.walkscore.com/score/loc/lat=33.9913291/lng=-118.304322/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,73
Residential Income,"$1,800,000 ","6307 Miramonte Bld, Los Angeles, CA 90001",- beds | - bath | year built in: 2020,-,"Check out this brand new FOURPLEX right on the border of Huntington Park!  Modern construction, two separate buildings. Front duplex are 4 beds and 2 baths approx 1443 sqft each with it's own 2 car garage.  Back duplex are 4 beds 2 1/2 baths approx 1700 sqft -HUGE- and with it's own 2 car garage. Units have open floor plans, master suites, walk in closets, modern white shaker cabinetry, warm back splash tiles.  Custom bathrooms and tile. All units with indoor laundry for ease.  Scratch resistant laminate floors, custom window coverings, HVAC, recessed lighting.  Hard scape boasts new cement driveway, surrounding wood fences, new wrought iron gate across front.  Separate yard between the units for additional parking or entertaining.  All separately metered with gas, electricity and water.  Will have newly installed low maintenance landscape in front.  Very wide tree lined, residential street.  Centrally located to DTLA, 10, 110 and 105 freeways and all shopping and restaurants.  Lastly, NO RENT CONTROL.  Great as investment property or for owner occupant investment.","['MLS # : CRDW20016484', 'MLS Source : CRMLS', 'Days on Site : 1', 'Bedrooms : -', 'Bathrooms : -', 'Kitchen : Other, None', 'Dining Room : -', 'Family Room : -', 'Fireplace : -', 'Flooring : Laminate', 'Laundry : -', 'Cooling : Central Forced Air', 'Heating : Central Forced Air', 'Roof : Composition,  Shingle', 'Foundation : Slab', 'Pool : None', 'Style : Contemporary', 'Horse Property : -', 'Garage/Parking : Garage, Garage: 8 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : $0', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/crdw20016484/6307-miramonte-bld-los-angeles-ca-90001/10431840,lat=33.9827737 | lng=-118.2456177,"['Dr. Lawrence H. Moore Math, Science, Technology Academy Public K-5 0.35 mi 3', 'Thomas A. Edison Middle School Public 6-8 0.38 mi 3', 'Miramonte Elementary School Public K-6 0.39 mi 2', 'Lillian Street Elementary School Public K-6 0.43 mi 5', 'Performing Arts Community At Diego Rivera Learning Complex Public 9-12 0.61 mi 2', 'Green Design At Diego Rivera Learning Complex Public 9-12 0.61 mi 3', 'Communication And Technology At Diego Rivera Learning Complex Public 9-12 0.61 mi 3', 'Public Service Community At Diego Rivera Learning Complex Public 9-12 0.61 mi 5', 'Linda Esperanza Marquez High A Huntington Park Institute Of Applied Medicine Public 9-12 0.69 mi 6', 'Linda Esperanza Marquez High B Libra Academy Public 9-12 0.69 mi 7', 'Linda Esperanza Marquez High C School Of Social Justice Public 9-12 0.69 mi 4', 'Florence Avenue Elementary School Public K-6 0.71 mi 5', 'Wisdom Elementary School Public K-6 0.87 mi 5', 'Parmelee Avenue Elementary School Public K-6 0.9 mi 3', 'Holmes Avenue Elementary School Public K-6 0.9 mi 1', 'Middleton Primary Center Public K-1 0.94 mi N/A', 'Hooper Avenue Primary Center Public K 0.99 mi N/A', 'Hooper Avenue Elementary School Public 1-5 1.03 mi 2', 'Middleton Street Elementary School Public K-6 1.06 mi 4', 'Aurora Elementary School Public K-5 1.08 mi 2']",https://www.walkscore.com/score/loc/lat=33.9827737/lng=-118.2456177/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,79
Residential Income,"$2,075,000 ","735 Laconia Bld, Los Angeles, CA 90044",- beds | - bath | year built in: 1991,-,"A 1992 construction of a 7-Unit apartment building located within a great rental pocket. All 2 bed 1 bath units, 13 parking spaces (rented) and onsite laundry. Stabilized income stream with long term upside. Most major components of building have been modernized copper piping, upgraded electrical to 60 amp, new roof, pervious pavers, artificial landscape, dual pane windows, HVAC systems, fully enclosed property with gated entry and state of the art security camera system. Excellent loan in place that must me assumed by qualified buyer or assume prepayment penalty.","['MLS # : CREV20016382', 'MLS Source : CRMLS', 'Days on Site : 1', 'Garage/Parking : Garage: 7 Car(s)', 'Elementary District : -', 'High School District : -', 'Unit Levels : -', 'Sewer : -', 'Water : -', 'HOA Fee : -', 'Complex Amenities : -', 'Zoning : -']",https://www.mlslistings.com/property/crev20016382/735-laconia-bld-los-angeles-ca-90044/10431691,None,"['Brentwood Science School Public K-5 0.94 mi 4', 'University Senior High School Charter Public 9-12 1.37 mi 6', 'Brockton Avenue Elementary School Public K-5 1.4 mi 4', 'Franklin Elementary School Public PK-5 1.85 mi 9', 'Nora Sterry Elementary School Public K-5 1.88 mi 7']",https://www.walkscore.com/score/loc/lat=34.0637279/lng=-118.4708394/?utm_source=mlslistings.com&utm_medium=ws_api&utm_campaign=ws_api,None
