property_type,property_price,property_description,property_address,property_hyperlink
house for sale,"$595,000",2 Beds | 1 Bath | 756 Sq. Ft.,"3327 Meade Ave, San Diego, CA 92116",https://www.redfin.com/CA/San-Diego/3327-Meade-Ave-92116/home/5323712
house for sale,"$687,000","2 Beds | 1 Bath | 1,261 Sq. Ft.","3425 Rose Ave, Long Beach, CA 90807",https://www.redfin.com/CA/Long-Beach/6119-Brayton-Ave-90805/home/7509091
house for sale,"$380,000",2 Beds | 2 Baths | 916 Sq. Ft.,"645 Pacific Ave #410, Long Beach, CA 90802",https://www.redfin.com/CA/Long-Beach/455-E-Ocean-Blvd-90802/unit-605/home/17240812
house for sale,"$469,990","3 Beds | 1.75 Baths | 1,004 Sq. Ft.","5880 Gardenia Ave, Long Beach, CA 90805",https://www.redfin.com/CA/Long-Beach/1070-Temple-Ave-90804/unit-204/home/17227617
house for sale,"$539,000","2 Beds | 2 Baths | 1,470 Sq. Ft.","6680 Gundry, Long Beach, CA 90805",https://www.redfin.com/CA/Pasadena/292-S-Vinedo-Ave-91107/home/7213183
house for sale,"$850,000","3 Beds | 2 Baths | 1,765 Sq. Ft.","2722 Nipomo Ave, Long Beach, CA 90815",https://www.redfin.com/CA/Los-Angeles/6357-Rosswood-Ter-90042/home/7084982
house for sale,"$899,999","4 Beds | 2.75 Baths | 1,824 Sq. Ft.","6841 E Bacarro St, Long Beach, CA 90815",https://www.redfin.com/CA/Pasadena/2040-Garfias-Dr-91104/home/7264316
house for sale,"$479,000","3 Beds | 2 Baths | 1,106 Sq. Ft.","6119 Brayton Ave, Long Beach, CA 90805",https://www.redfin.com/CA/Pasadena/1051-Rose-Ave-91107/home/7219594
house for sale,"$310,000",1 Bed | 1 Bath | 421 Sq. Ft.,"455 E Ocean Blvd #605, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/609-E-Ladera-St-91104/home/7257570
house for sale,"$290,000",1 Bed | 1 Bath | 490 Sq. Ft.,"1070 Temple Ave #204, Long Beach, CA 90804",https://www.redfin.com/CA/Pasadena/990-N-Catalina-Ave-91104/home/7199706
house for sale,"$678,000","3 Beds | 2 Baths | 1,432 Sq. Ft.","4724 Montair Ave, Long Beach, CA 90808",https://www.redfin.com/CA/Pasadena/300-N-El-Molino-Ave-91101/unit-123/home/8138076
house for sale,"$699,900","5 Beds | 2.5 Baths | 2,210 Sq. Ft.","5313 Meadow Wood Ave, Lakewood, CA 90712",https://www.redfin.com/CA/Pasadena/625-Mar-Vista-Ave-91106/unit-2/home/7194933
house for sale,"$340,000",1 Bed | 1 Bath | 697 Sq. Ft.,"550 Orange Ave #233, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/655-S-Madison-Ave-91106/home/7189230
house for sale,"$674,800","3 Beds | 2 Baths | 1,463 Sq. Ft.","4944 Lorelei Ave, Lakewood, CA 90712",https://www.redfin.com/CA/Pasadena/330-W-California-Blvd-91105/unit-310/home/7187937
house for sale,"$999,900","3 Beds | 2.5 Baths | 1,788 Sq. Ft.","850 E Ocean Blvd #607, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/1055-Union-St-91106/unit-5/home/7198317
house for sale,"$799,000","4 Beds | 2 Baths | 1,490 Sq. Ft.","512 Almond Ave, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/358-W-Green-St-91105/unit-311/home/168730407
house for sale,"$400,000",2 Beds | 1 Bath | 871 Sq. Ft.,"1237 E 6th St #310, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/332-W-Green-St-91105/unit-308/home/168730642
house for sale,"$1,069,000","4 Beds | 2.5 Baths | 1,762 Sq. Ft.","270 Molino Ave, Long Beach, CA 90803",https://www.redfin.com/CA/Pasadena/330-W-Green-St-91105/unit-207/home/168735185
house for sale,"$385,000",2 Beds | 2 Baths | 951 Sq. Ft.,"550 Orange Ave #301, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/378-W-Green-St-91105/unit-124/home/145577871
house for sale,"$329,000",2 Beds | 1 Bath | 802 Sq. Ft.,"204 Esperanza Ave #204, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/330-W-Green-St-91105/unit-106/home/168735272
house for sale,"$265,000",1 Bed | 1 Bath | 515 Sq. Ft.,"335 Cedar Ave #307, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/388-Cordova-St-91101/unit-607/home/170232880
house for sale,"$687,000","2 Beds | 1 Bath | 1,261 Sq. Ft.","3425 Rose Ave, Long Beach, CA 90807",https://www.redfin.com/CA/Pasadena/14-Oak-Knoll-Gardens-Dr-91106/home/7189437
house for sale,"$380,000",2 Beds | 2 Baths | 916 Sq. Ft.,"645 Pacific Ave #410, Long Beach, CA 90802",https://www.redfin.com/CA/Pasadena/320-Glenullen-Dr-91105/home/7184740
house for sale,"$469,990","3 Beds | 1.75 Baths | 1,004 Sq. Ft.","5880 Gardenia Ave, Long Beach, CA 90805",https://www.redfin.com/CA/Pasadena/1847-E-Del-Mar-Blvd-91107/home/7211410
house for sale,"$965,000","3 Beds | 2 Baths | 1,756 Sq. Ft.","292 S Vinedo Ave, Pasadena, CA 91107",https://www.redfin.com/CA/Pasadena/300-N-El-Molino-Ave-91101/unit-123/home/8138076
house for sale,"$1,199,000","3 Beds | 2 Baths | 2,536 Sq. Ft.","6357 Rosswood Ter, Los Angeles, CA 90042",https://www.redfin.com/CA/Pasadena/625-Mar-Vista-Ave-91106/unit-2/home/7194933
house for sale,"$918,000","3 Beds | 2 Baths | 1,744 Sq. Ft.","2040 Garfias Dr, Pasadena, CA 91104",https://www.redfin.com/CA/Pasadena/655-S-Madison-Ave-91106/home/7189230
house for sale,"$698,000",2 Beds | 1 Bath | 863 Sq. Ft.,"1051 Rose Ave, Pasadena, CA 91107",https://www.redfin.com/CA/Pasadena/330-W-California-Blvd-91105/unit-310/home/7187937
house for sale,"$824,000","2 Beds | 1.5 Baths | 1,021 Sq. Ft.","609 E Ladera St, Pasadena, CA 91104",https://www.redfin.com/CA/Pasadena/1055-Union-St-91106/unit-5/home/7198317
house for sale,"$878,000","2 Beds | 2 Baths | 1,111 Sq. Ft.","990 N Catalina Ave, Pasadena, CA 91104",https://www.redfin.com/CA/Pasadena/358-W-Green-St-91105/unit-311/home/168730407
house for sale,"$508,000",2 Beds | 2 Baths | 934 Sq. Ft.,"300 N El Molino Ave #123, Pasadena, CA 91101",https://www.redfin.com/CA/Pasadena/332-W-Green-St-91105/unit-308/home/168730642
house for sale,"$557,000","2 Beds | 2 Baths | 1,035 Sq. Ft.","625 N Mar Vista Ave #2, Pasadena, CA 91106",https://www.redfin.com/CA/Pasadena/330-W-Green-St-91105/unit-207/home/168735185
house for sale,"$3,748,000","4 Beds | 6 Baths | 6,191 Sq. Ft.","655 S Madison Ave, Pasadena, CA 91106",https://www.redfin.com/CA/Pasadena/378-W-Green-St-91105/unit-124/home/145577871
house for sale,"$679,000","2 Beds | 2 Baths | 1,350 Sq. Ft.","330 W California Blvd #310, Pasadena, CA 91105",https://www.redfin.com/CA/Pasadena/330-W-Green-St-91105/unit-106/home/168735272
house for sale,"$550,000","3 Beds | 2 Baths | 1,140 Sq. Ft.","1055 E Union St #5, Pasadena, CA 91106",https://www.redfin.com/CA/Pasadena/388-Cordova-St-91101/unit-607/home/170232880
house for sale,"$2,600,990","3 Beds | 3.5 Baths | 3,407 Sq. Ft.","358 W Green St #311, Pasadena, CA 91105",https://www.redfin.com/CA/Pasadena/14-Oak-Knoll-Gardens-Dr-91106/home/7189437
house for sale,"$1,950,990","3 Beds | 3.5 Baths | 2,616 Sq. Ft.","332 W Green St #308, Pasadena, CA 91105",https://www.redfin.com/CA/Pasadena/320-Glenullen-Dr-91105/home/7184740
house for sale,"$2,750,990","3 Beds | 3.5 Baths | 3,945 Sq. Ft.","330 W Green St #207, Pasadena, CA 91105",https://www.redfin.com/CA/Pasadena/1847-E-Del-Mar-Blvd-91107/home/7211410
house for sale,"$1,990,000","3 Beds | 3.5 Baths | 2,944 Sq. Ft.","378 W Green St #124, Pasadena, CA 91105",https://www.redfin.com/CA/Dublin/7368-Carneros-Ln-94568/home/112887246
house for sale,"$1,950,990","3 Beds | 3.5 Baths | 2,616 Sq. Ft.","330 W Green St #106, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/5959-Bryce-Canyon-Ct-94588/home/1659396
house for sale,"$1,730,000","3 Beds | 2.5 Baths | 1,767 Sq. Ft.","388 Cordova St #607, Pasadena, CA 91101",https://www.redfin.com/CA/Pleasanton/5143-Hummingbird-Rd-94566/home/1561599
house for sale,"$1,100,999","2 Beds | 1.5 Baths | 1,136 Sq. Ft.","14 Oak Knoll Gardens Dr, Pasadena, CA 91106",https://www.redfin.com/CA/Pleasanton/5011-Forest-Hill-Dr-94588/home/729028
house for sale,"$1,299,000","3 Beds | 2 Baths | 1,984 Sq. Ft.","320 Glenullen Dr, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/1498-Arcangel-Ter-94588/home/143115757
house for sale,"$949,000","3 Beds | 2 Baths | 1,052 Sq. Ft.","1847 E Del Mar Blvd, Pasadena, CA 91107",https://www.redfin.com/CA/Pleasanton/2809-Whitney-Dr-94566/home/706542
house for sale,"$965,000","3 Beds | 2 Baths | 1,756 Sq. Ft.","292 S Vinedo Ave, Pasadena, CA 91107",https://www.redfin.com/CA/Pleasanton/6730-Paseo-Catalina-94566/home/1396566
house for sale,"$1,199,000","3 Beds | 2 Baths | 2,536 Sq. Ft.","6357 Rosswood Ter, Los Angeles, CA 90042",https://www.redfin.com/CA/Dublin/11432-Betlen-Dr-94568/home/1993773
house for sale,"$918,000","3 Beds | 2 Baths | 1,744 Sq. Ft.","2040 Garfias Dr, Pasadena, CA 91104",https://www.redfin.com/CA/Pleasanton/7557-Rosedale-Ct-94588/home/1988212
house for sale,"$698,000",2 Beds | 1 Bath | 863 Sq. Ft.,"1051 Rose Ave, Pasadena, CA 91107",https://www.redfin.com/CA/Pleasanton/3838-Stanley-Blvd-94566/home/168832942
house for sale,"$824,000","2 Beds | 1.5 Baths | 1,021 Sq. Ft.","609 E Ladera St, Pasadena, CA 91104",https://www.redfin.com/CA/Pleasanton/3826-Stanley-Blvd-94566/home/163837774
house for sale,"$878,000","2 Beds | 2 Baths | 1,111 Sq. Ft.","990 N Catalina Ave, Pasadena, CA 91104",https://www.redfin.com/CA/Pleasanton/3820-Stanley-Blvd-94566/home/163838261
house for sale,"$508,000",2 Beds | 2 Baths | 934 Sq. Ft.,"300 N El Molino Ave #123, Pasadena, CA 91101",https://www.redfin.com/CA/Pleasanton/3814-Stanley-Blvd-94566/home/163836812
house for sale,"$557,000","2 Beds | 2 Baths | 1,035 Sq. Ft.","625 N Mar Vista Ave #2, Pasadena, CA 91106",https://www.redfin.com/CA/Pleasanton/81-Castlewood-Dr-94566/home/770339
house for sale,"$3,748,000","4 Beds | 6 Baths | 6,191 Sq. Ft.","655 S Madison Ave, Pasadena, CA 91106",https://www.redfin.com/CA/Pleasanton/3732-Florian-St-94588/home/706210
house for sale,"$679,000","2 Beds | 2 Baths | 1,350 Sq. Ft.","330 W California Blvd #310, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/3038-Yuma-Way-94588/home/1191391
house for sale,"$550,000","3 Beds | 2 Baths | 1,140 Sq. Ft.","1055 E Union St #5, Pasadena, CA 91106",https://www.redfin.com/CA/Pleasanton/839-Division-St-94566/home/1483062
house for sale,"$2,600,990","3 Beds | 3.5 Baths | 3,407 Sq. Ft.","358 W Green St #311, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/4975-Drywood-St-94588/home/1110212
house for sale,"$1,950,990","3 Beds | 3.5 Baths | 2,616 Sq. Ft.","332 W Green St #308, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/1235-Vintner-Way-94566/home/1456334
house for sale,"$2,750,990","3 Beds | 3.5 Baths | 3,945 Sq. Ft.","330 W Green St #207, Pasadena, CA 91105",https://www.redfin.com/CA/Dublin/7368-Carneros-Ln-94568/home/112887246
house for sale,"$1,990,000","3 Beds | 3.5 Baths | 2,944 Sq. Ft.","378 W Green St #124, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/5959-Bryce-Canyon-Ct-94588/home/1659396
house for sale,"$1,950,990","3 Beds | 3.5 Baths | 2,616 Sq. Ft.","330 W Green St #106, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/5143-Hummingbird-Rd-94566/home/1561599
house for sale,"$1,730,000","3 Beds | 2.5 Baths | 1,767 Sq. Ft.","388 Cordova St #607, Pasadena, CA 91101",https://www.redfin.com/CA/Pleasanton/5011-Forest-Hill-Dr-94588/home/729028
house for sale,"$1,100,999","2 Beds | 1.5 Baths | 1,136 Sq. Ft.","14 Oak Knoll Gardens Dr, Pasadena, CA 91106",https://www.redfin.com/CA/Pleasanton/1498-Arcangel-Ter-94588/home/143115757
house for sale,"$1,299,000","3 Beds | 2 Baths | 1,984 Sq. Ft.","320 Glenullen Dr, Pasadena, CA 91105",https://www.redfin.com/CA/Pleasanton/2809-Whitney-Dr-94566/home/706542
house for sale,"$949,000","3 Beds | 2 Baths | 1,052 Sq. Ft.","1847 E Del Mar Blvd, Pasadena, CA 91107",https://www.redfin.com/CA/Pleasanton/6730-Paseo-Catalina-94566/home/1396566
house for sale,"$1,025,000","3 Beds | 3.5 Baths | 2,221 Sq. Ft.","4261 Trolan Ln, Dublin, CA 94568",https://www.redfin.com/CA/Dublin/11432-Betlen-Dr-94568/home/1993773
house for sale,"$1,025,800","4 Beds | 3.5 Baths | 2,265 Sq. Ft.","7368 Carneros Ln, Dublin, CA 94568",https://www.redfin.com/CA/Pleasanton/7557-Rosedale-Ct-94588/home/1988212
house for sale,"$1,165,000","3 Beds | 3 Baths | 1,744 Sq. Ft.","5959 Bryce Canyon Ct, Pleasanton, CA 94588",https://www.redfin.com/CA/Pleasanton/3838-Stanley-Blvd-94566/home/168832942
house for sale,"$1,299,999","4 Beds | 2.5 Baths | 2,046 Sq. Ft.","5143 Hummingbird Rd, Pleasanton, CA 94566",https://www.redfin.com/CA/Pleasanton/3826-Stanley-Blvd-94566/home/163837774
house for sale,"$1,875,000","5 Beds | 3 Baths | 3,430 Sq. Ft.","5011 Forest Hill Dr, Pleasanton, CA 94588",https://www.redfin.com/CA/Pleasanton/3820-Stanley-Blvd-94566/home/163838261
house for sale,"$948,888","4 Beds | 4.5 Baths | 1,948 Sq. Ft.","1498 Arcangel Ter, Pleasanton, CA 94588",https://www.redfin.com/CA/Pleasanton/3814-Stanley-Blvd-94566/home/163836812
house for sale,"$909,000","3 Beds | 2.5 Baths | 1,434 Sq. Ft.","2809 Whitney Dr, Pleasanton, CA 94566",https://www.redfin.com/CA/Pleasanton/81-Castlewood-Dr-94566/home/770339
house for sale,"$1,289,000","4 Beds | 2.5 Baths | 2,000 Sq. Ft.","6730 Paseo Catalina, Pleasanton, CA 94566",https://www.redfin.com/CA/Pleasanton/3732-Florian-St-94588/home/706210
house for sale,"$1,228,000","5 Beds | 3 Baths | 2,300 Sq. Ft.","11432 Betlen Dr, Dublin, CA 94568",https://www.redfin.com/CA/Pleasanton/3038-Yuma-Way-94588/home/1191391
house for sale,"$799,500","3 Beds | 2.5 Baths | 1,928 Sq. Ft.","7557 Rosedale Ct, PLEASANTON, CA 94588",https://www.redfin.com/CA/Pleasanton/839-Division-St-94566/home/1483062
house for sale,"$1,259,950","4 Beds | 3 Baths | 2,434 Sq. Ft.","3838 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Pleasanton/4975-Drywood-St-94588/home/1110212
house for sale,"$1,199,950","4 Beds | 3 Baths | 2,462 Sq. Ft.","3826 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Pleasanton/1235-Vintner-Way-94566/home/1456334
house for sale,"$1,189,950","4 Beds | 3 Baths | 2,301 Sq. Ft.","3820 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/975-Asilomar-Ter-94086/unit-4/home/629382
house for sale,"$1,159,950","4 Beds | 3 Baths | 2,301 Sq. Ft.","3814 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/979-Pinto-Palm-Ter-94087/unit-39/home/1491358
house for sale,"$1,750,000","4 Beds | 3.5 Baths | 3,700 Sq. Ft.","81 Castlewood Dr, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/1150-Karby-Ter-94089/unit-203/home/95956971
house for sale,"$1,075,000","3 Beds | 2.5 Baths | 1,719 Sq. Ft.","3732 Florian St, Pleasanton, CA 94588",https://www.redfin.com/CA/Sunnyvale/914-Bluebell-Way-94086/home/668403
house for sale,"$550,000",2 Beds | 1 Bath | 884 Sq. Ft.,"3038 Yuma Way, Pleasanton, CA 94588",https://www.redfin.com/CA/Los-Altos/2085-Fallen-Leaf-Ln-94024/home/755373
house for sale,"$465,000",2 Beds | 1 Bath | 863 Sq. Ft.,"839 Division St, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/417-Santo-Domingo-Ter-94085/home/170226725
house for sale,"$1,195,000","4 Beds | 2 Baths | 2,201 Sq. Ft.","4975 Drywood St, Pleasanton, CA 94588",https://www.redfin.com/CA/Sunnyvale/133-Paperbark-Ter-94086/home/143043300
house for sale,"$1,199,000","4 Beds | 3 Baths | 2,271 Sq. Ft.","1235 Vintner Way, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/846-Shetland-Pl-94087/home/1766586
house for sale,"$1,025,000","3 Beds | 3.5 Baths | 2,221 Sq. Ft.","4261 Trolan Ln, Dublin, CA 94568",https://www.redfin.com/CA/Sunnyvale/858-W-Remington-Dr-94087/home/1180097
house for sale,"$1,025,800","4 Beds | 3.5 Baths | 2,265 Sq. Ft.","7368 Carneros Ln, Dublin, CA 94568",https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-976/home/1574570
house for sale,"$1,165,000","3 Beds | 3 Baths | 1,744 Sq. Ft.","5959 Bryce Canyon Ct, Pleasanton, CA 94588",https://www.redfin.com/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-140/home/44593422
house for sale,"$1,299,999","4 Beds | 2.5 Baths | 2,046 Sq. Ft.","5143 Hummingbird Rd, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/1085-Tasman-Dr-94089/unit-389/home/58635350
house for sale,"$1,875,000","5 Beds | 3 Baths | 3,430 Sq. Ft.","5011 Forest Hill Dr, Pleasanton, CA 94588",https://www.redfin.com/CA/Sunnyvale/1220-Tasman-Dr-94089/unit-538/home/962409
house for sale,"$948,888","4 Beds | 4.5 Baths | 1,948 Sq. Ft.","1498 Arcangel Ter, Pleasanton, CA 94588",https://www.redfin.com/CA/Sunnyvale/1626-S-Wolfe-Rd-94087/home/763515
house for sale,"$909,000","3 Beds | 2.5 Baths | 1,434 Sq. Ft.","2809 Whitney Dr, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/566-Maple-Ave-94085/home/622034
house for sale,"$1,289,000","4 Beds | 2.5 Baths | 2,000 Sq. Ft.","6730 Paseo Catalina, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/330-N-Fair-Oaks-Ave-94085/home/95957114
house for sale,"$1,228,000","5 Beds | 3 Baths | 2,300 Sq. Ft.","11432 Betlen Dr, Dublin, CA 94568",https://www.redfin.com/CA/Sunnyvale/1085-Tasman-Dr-94089/unit-145/home/1052040
house for sale,"$799,500","3 Beds | 2.5 Baths | 1,928 Sq. Ft.","7557 Rosedale Ct, PLEASANTON, CA 94588",https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-208/home/1278618
house for sale,"$1,259,950","4 Beds | 3 Baths | 2,434 Sq. Ft.","3838 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Santa-Clara/1911-Magdalena-Cir-95051/unit-80/home/670705
house for sale,"$1,199,950","4 Beds | 3 Baths | 2,462 Sq. Ft.","3826 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/975-Asilomar-Ter-94086/unit-4/home/629382
house for sale,"$1,189,950","4 Beds | 3 Baths | 2,301 Sq. Ft.","3820 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/979-Pinto-Palm-Ter-94087/unit-39/home/1491358
house for sale,"$1,159,950","4 Beds | 3 Baths | 2,301 Sq. Ft.","3814 Stanley Blvd, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/1150-Karby-Ter-94089/unit-203/home/95956971
house for sale,"$1,750,000","4 Beds | 3.5 Baths | 3,700 Sq. Ft.","81 Castlewood Dr, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/914-Bluebell-Way-94086/home/668403
house for sale,"$1,075,000","3 Beds | 2.5 Baths | 1,719 Sq. Ft.","3732 Florian St, Pleasanton, CA 94588",https://www.redfin.com/CA/Los-Altos/2085-Fallen-Leaf-Ln-94024/home/755373
house for sale,"$550,000",2 Beds | 1 Bath | 884 Sq. Ft.,"3038 Yuma Way, Pleasanton, CA 94588",https://www.redfin.com/CA/Sunnyvale/417-Santo-Domingo-Ter-94085/home/170226725
house for sale,"$465,000",2 Beds | 1 Bath | 863 Sq. Ft.,"839 Division St, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/133-Paperbark-Ter-94086/home/143043300
house for sale,"$1,195,000","4 Beds | 2 Baths | 2,201 Sq. Ft.","4975 Drywood St, Pleasanton, CA 94588",https://www.redfin.com/CA/Sunnyvale/846-Shetland-Pl-94087/home/1766586
house for sale,"$1,199,000","4 Beds | 3 Baths | 2,271 Sq. Ft.","1235 Vintner Way, Pleasanton, CA 94566",https://www.redfin.com/CA/Sunnyvale/858-W-Remington-Dr-94087/home/1180097
house for sale,"$1,780,000","4 Beds | 2 Baths | 1,657 Sq. Ft.","682 W Remington Dr, Sunnyvale, CA 94087",https://www.redfin.com/CA/Sunnyvale/1225-Vienna-Dr-94089/unit-976/home/1574570
house for sale,"$1,250,000","2 Beds | 2.5 Baths | 1,584 Sq. Ft.","975 Asilomar Ter #4, SUNNYVALE, CA 94086",https://www.redfin.com/CA/Sunnyvale/1050-Borregas-Ave-94089/unit-140/home/44593422
house for sale,"$998,000","2 Beds | 2 Baths | 1,191 Sq. Ft.","979 Pinto Palm Ter #39, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Sunnyvale/1085-Tasman-Dr-94089/unit-389/home/58635350
house for sale,"$1,059,000",2 Beds | 2 Baths | 979 Sq. Ft.,"1150 Karby Ter #203, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Sunnyvale/1220-Tasman-Dr-94089/unit-538/home/962409
house for sale,"$1,749,000","4 Beds | 2 Baths | 1,659 Sq. Ft.","914 Bluebell Way, SUNNYVALE, CA 94086",https://www.redfin.com/CA/Sunnyvale/1626-S-Wolfe-Rd-94087/home/763515
house for sale,"$2,798,000","4 Beds | 4.5 Baths | 2,761 Sq. Ft.","2085 Fallen Leaf Ln, LOS ALTOS, CA 94024",https://www.redfin.com/CA/Sunnyvale/566-Maple-Ave-94085/home/622034
house for sale,"$1,440,000","3 Beds | 4 Baths | 1,649 Sq. Ft.","417 Santo Domingo Ter, SUNNYVALE, CA 94085",https://www.redfin.com/CA/Sunnyvale/330-N-Fair-Oaks-Ave-94085/home/95957114
house for sale,"$1,488,000","4 Beds | 3.5 Baths | 1,914 Sq. Ft.","133 Paperbark Ter, SUNNYVALE, CA 94086",https://www.redfin.com/CA/Sunnyvale/1085-Tasman-Dr-94089/unit-145/home/1052040
house for sale,"$1,775,000","4 Beds | 2 Baths | 1,828 Sq. Ft.","846 Shetland Pl, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Santa-Clara/3715-Terstena-Pl-95051/unit-208/home/1278618
house for sale,"$1,688,888","3 Beds | 2 Baths | 1,472 Sq. Ft.","858 W Remington Dr, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Santa-Clara/1911-Magdalena-Cir-95051/unit-80/home/670705
house for sale,"$525,000","2 Beds | 2.5 Baths | 2,600 Sq. Ft.","1225 VIENNA Dr #976, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/7368-Carneros-Ln-94568/home/112887246
house for sale,"$340,000","3 Beds | 2 Baths | 1,710 Sq. Ft.","1050 Borregas Ave #140, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/3233-Madden-Way-94568/home/12114879
house for sale,"$324,999","3 Beds | 2 Baths | 1,620 Sq. Ft.","1085 Tasman #389, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/2722-E-Sugar-Hill-Ter-94568/home/1415896
house for sale,"$299,900","3 Beds | 2 Baths | 1,453 Sq. Ft.","1220 Tasman Dr #538, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/11849-Newbridge-Way-94568/unit-149/home/1960778
house for sale,"$1,935,000","4 Beds | 3 Baths | 1,923 Sq. Ft.","1626 S Wolfe Rd, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Dublin/8318-Mulberry-Pl-94568/home/657362
house for sale,"$1,358,000","3 Beds | 2 Baths | 1,330 Sq. Ft.","566 Maple Ave, SUNNYVALE, CA 94085",https://www.redfin.com/CA/Dublin/5326-S-Dublin-Ranch-Dr-94568/home/1790533
house for sale,"$1,398,000","4 Beds | 3.5 Baths | 1,769 Sq. Ft.","330 N Fair Oaks Ave, SUNNYVALE, CA 94085",https://www.redfin.com/CA/Dublin/5336-Signal-Hill-Dr-94568/home/1963414
house for sale,"$305,888","3 Beds | 2 Baths | 1,534 Sq. Ft.","1085 Tasman Dr #145, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/Undisclosed-address-94568/home/49786729
house for sale,"$608,000","1 Bed | 1 Bath | 1,040 Sq. Ft.","3715 Terstena Pl #208, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Dublin/3629-Whitworth-Dr-94568/home/2038742
house for sale,"$750,000",2 Beds | 1 Bath | 920 Sq. Ft.,"1911 Magdalena Cir #80, SANTA CLARA, CA 95051",https://www.redfin.com/CA/Dublin/11432-Betlen-Dr-94568/home/1993773
house for sale,"$1,780,000","4 Beds | 2 Baths | 1,657 Sq. Ft.","682 W Remington Dr, Sunnyvale, CA 94087",https://www.redfin.com/CA/Dublin/3290-Maguire-Way-94568/unit-322/home/1725732
house for sale,"$1,250,000","2 Beds | 2.5 Baths | 1,584 Sq. Ft.","975 Asilomar Ter #4, SUNNYVALE, CA 94086",https://www.redfin.com/CA/Dublin/5879-Cadence-Ave-94568/home/168602502
house for sale,"$998,000","2 Beds | 2 Baths | 1,191 Sq. Ft.","979 Pinto Palm Ter #39, SUNNYVALE, CA 94087",https://www.redfin.com/CA/Dublin/5872-Cadence-Ave-94568/home/170268884
house for sale,"$1,059,000",2 Beds | 2 Baths | 979 Sq. Ft.,"1150 Karby Ter #203, SUNNYVALE, CA 94089",https://www.redfin.com/CA/Dublin/5885-Columbus-St-94568/home/170167874
house for sale,"$1,749,000","4 Beds | 2 Baths | 1,659 Sq. Ft.","914 Bluebell Way, SUNNYVALE, CA 94086",https://www.redfin.com/CA/Dublin/11740-Dublin-Blvd-94568/home/167327614
house for sale,"$2,798,000","4 Beds | 4.5 Baths | 2,761 Sq. Ft.","2085 Fallen Leaf Ln, LOS ALTOS, CA 94024",https://www.redfin.com/CA/Dublin/3786-Dunmore-Ln-94568/home/1236997
house for sale,"$1,440,000","3 Beds | 4 Baths | 1,649 Sq. Ft.","417 Santo Domingo Ter, SUNNYVALE, CA 94085",https://www.redfin.com/CA/Dublin/3385-Dublin-Blvd-94568/unit-428/home/17183373
